Fecha,Hora,Auto_Nombre,Cant_Veh,dia,mes,anio
2021-03-04,15,AU 9 de Julio Sur,3515.0,3,3,2021
2021-03-04,15,AU Dellepiane,4053.0,3,3,2021
2021-03-04,16,AU 4  Lugones,6608.0,3,3,2021
2021-03-04,16,AU 5 Cantilo,6138.0,3,3,2021
2021-03-04,16,AU 9 de Julio Sur,3757.0,3,3,2021
2021-03-04,16,AU Dellepiane,4026.0,3,3,2021
2021-03-04,17,AU 4  Lugones,6782.0,3,3,2021
2021-03-04,17,AU 5 Cantilo,5845.0,3,3,2021
2021-03-04,17,AU 9 de Julio Sur,3633.0,3,3,2021
2021-03-04,17,AU Dellepiane,3790.0,3,3,2021
2021-03-04,18,AU 4  Lugones,6259.0,3,3,2021
2021-03-04,18,AU 5 Cantilo,4312.5,3,3,2021
2021-03-04,18,AU 9 de Julio Sur,3379.0,3,3,2021
2021-03-04,18,AU Dellepiane,3657.0,3,3,2021
2021-03-04,19,AU 4  Lugones,5449.5,3,3,2021
2021-03-04,19,AU 5 Cantilo,3962.5,3,3,2021
2021-03-04,19,AU 9 de Julio Sur,2878.0,3,3,2021
2021-03-04,19,AU Dellepiane,3121.0,3,3,2021
2021-03-04,20,AU 4  Lugones,5186.5,3,3,2021
2021-03-04,20,AU 5 Cantilo,4050.0,3,3,2021
2021-03-04,20,AU 9 de Julio Sur,2637.5,3,3,2021
2021-03-04,20,AU Dellepiane,2787.0,3,3,2021
2021-03-04,21,AU 4  Lugones,3772.5,3,3,2021
2021-03-04,21,AU 5 Cantilo,3272.5,3,3,2021
2021-03-04,21,AU 9 de Julio Sur,2045.0,3,3,2021
2021-03-04,21,AU Dellepiane,2221.0,3,3,2021
2021-03-04,22,AU 4  Lugones,2207.0,3,3,2021
2021-03-04,22,AU 5 Cantilo,2520.0,3,3,2021
2021-03-04,22,AU 9 de Julio Sur,1460.5,3,3,2021
2021-03-04,22,AU Dellepiane,1465.0,3,3,2021
2021-03-04,23,AU 4  Lugones,1844.0,3,3,2021
2021-03-04,23,AU 5 Cantilo,1986.0,3,3,2021
2021-03-04,23,AU 9 de Julio Sur,1092.0,3,3,2021
2021-03-04,23,AU Dellepiane,1148.0,3,3,2021
2021-03-05,0,AU 4  Lugones,1668.5,4,3,2021
2021-03-05,0,AU 5 Cantilo,2165.0,4,3,2021
2021-03-05,0,AU 9 de Julio Sur,1022.0,4,3,2021
2021-03-05,0,AU Dellepiane,1018.0,4,3,2021
2021-03-05,1,AU 4  Lugones,1171.5,4,3,2021
2021-03-05,1,AU 5 Cantilo,1525.5,4,3,2021
2021-03-05,1,AU 9 de Julio Sur,715.5,4,3,2021
2021-03-05,1,AU Dellepiane,602.0,4,3,2021
2021-03-05,2,AU 4  Lugones,647.0,4,3,2021
2021-03-05,2,AU 5 Cantilo,987.5,4,3,2021
2021-03-05,2,AU 9 de Julio Sur,510.5,4,3,2021
2021-03-05,2,AU Dellepiane,497.0,4,3,2021
2021-03-05,3,AU 4  Lugones,462.0,4,3,2021
2021-03-05,3,AU 5 Cantilo,492.0,4,3,2021
2021-03-05,3,AU 9 de Julio Sur,399.0,4,3,2021
2021-03-05,3,AU Dellepiane,514.0,4,3,2021
2021-03-05,4,AU 4  Lugones,704.0,4,3,2021
2021-03-05,4,AU 5 Cantilo,520.5,4,3,2021
2021-03-05,4,AU 9 de Julio Sur,574.0,4,3,2021
2021-03-05,4,AU Dellepiane,666.0,4,3,2021
2021-03-05,5,AU 4  Lugones,1992.0,4,3,2021
2021-03-05,5,AU 5 Cantilo,1042.5,4,3,2021
2021-03-05,5,AU 9 de Julio Sur,1012.5,4,3,2021
2021-03-05,5,AU Dellepiane,1099.0,4,3,2021
2021-03-05,6,AU 4  Lugones,4228.0,4,3,2021
2021-03-05,6,AU 5 Cantilo,2276.5,4,3,2021
2021-03-05,6,AU 9 de Julio Sur,1790.5,4,3,2021
